epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,26.3607,2.40613,3.32836,3.0548,1.14493,0,0.43277,0.31874,0.23511,0.0894,0.26139,0.1706,0.09332,0.02963,2.26855,3.00698,1.60926,1.07939,0,0.000409091,0.000409091,0.000409091
2,47.3284,2.2987,2.75611,1.70341,1.07875,0,0.6205,0.27152,0.29414,0.11391,0.26323,0.18306,0.11308,0.03936,2.33351,3.28277,2.54124,1.20842,0,0.000817583,0.000817583,0.000817583
3,69.3562,2.33204,2.73639,1.61486,1.09634,0,0.41361,0.29536,0.26659,0.10323,0.30829,0.20237,0.14452,0.04235,2.3626,2.66327,2.18444,1.15733,0,0.00121782,0.00121782,0.00121782
4,90.6687,2.27741,2.63114,1.50058,1.07484,0,0.45101,0.21301,0.16164,0.05762,0.3698,0.14552,0.08247,0.02711,2.41324,2.88581,3.24545,1.16489,0,0.00121287,0.00121287,0.00121287
5,111.942,2.28428,2.77437,1.45343,1.06517,0,0.52217,0.34152,0.32254,0.12501,0.42168,0.22219,0.13081,0.03838,2.26316,2.8076,1.50982,1.10313,0,0.0012005,0.0012005,0.0012005
6,134.084,2.25603,2.72188,1.48335,1.06183,0,0.36053,0.34415,0.28689,0.11144,0.20194,0.25814,0.12558,0.03865,2.23266,2.59929,1.39926,1.08314,0,0.00118812,0.00118812,0.00118812
7,155.317,2.20799,2.61658,1.38659,1.05343,0,0.59129,0.3493,0.31201,0.11432,0.44203,0.24058,0.17357,0.05344,2.34199,2.37364,1.47472,1.13414,0,0.00117575,0.00117575,0.00117575
8,177.455,2.19243,2.54061,1.38241,1.06549,0,0.62785,0.33112,0.32012,0.12401,0.49622,0.25467,0.18018,0.05707,2.26305,2.3812,1.49536,1.08335,0,0.00116337,0.00116337,0.00116337
9,199.54,2.12736,2.49921,1.35454,1.03726,0,0.66115,0.34877,0.35415,0.14725,0.49735,0.24691,0.18116,0.05728,2.17303,2.5349,1.35303,1.05213,0,0.001151,0.001151,0.001151
10,221.506,2.10682,2.49864,1.30914,1.03239,0,0.57677,0.35965,0.36165,0.1473,0.37229,0.26567,0.17423,0.06536,2.13983,2.37075,1.35978,1.04852,0,0.00113863,0.00113863,0.00113863
11,243.627,2.09918,2.53939,1.29338,1.01729,0,0.66964,0.35509,0.3599,0.15177,0.46983,0.23665,0.171,0.05602,2.22461,2.36779,1.38282,1.07924,0,0.00112625,0.00112625,0.00112625
12,264.913,2.06074,2.441,1.26795,1.01282,0,0.49628,0.35664,0.33221,0.13627,0.32785,0.25791,0.18206,0.05666,2.18928,2.43634,1.38451,1.0407,0,0.00111388,0.00111388,0.00111388
13,286.26,2.04313,2.45954,1.26564,1.01631,0,0.62296,0.38637,0.37392,0.15666,0.42014,0.29706,0.21701,0.07342,2.0863,2.34798,1.30667,1.01101,0,0.0011015,0.0011015,0.0011015
14,308.176,2.08765,2.54137,1.30331,1.01697,0,0.68118,0.33805,0.36784,0.15974,0.31552,0.30333,0.19143,0.06134,2.07851,2.38552,1.34606,1.0178,0,0.00108913,0.00108913,0.00108913
15,329.478,2.02734,2.38347,1.25365,1.01513,0,0.48804,0.39579,0.37756,0.16088,0.29417,0.28147,0.18903,0.06407,2.1884,2.14773,1.263,1.02567,0,0.00107675,0.00107675,0.00107675
16,350.701,2.03821,2.47297,1.25556,1.01088,0,0.51232,0.39136,0.38347,0.1766,0.39369,0.24705,0.19161,0.05964,2.04303,2.26,1.24522,1.00386,0,0.00106437,0.00106437,0.00106437
17,372.817,1.99205,2.47916,1.22667,1.00303,0,0.48315,0.39385,0.37575,0.16767,0.32526,0.30518,0.19878,0.06316,2.08991,2.48142,1.26335,1.01058,0,0.001052,0.001052,0.001052
18,393.977,2.03045,2.39539,1.25292,0.99836,0,0.53463,0.4071,0.36546,0.1605,0.36064,0.27978,0.19873,0.06734,2.1564,2.21936,1.2456,1.00319,0,0.00103962,0.00103962,0.00103962
19,415.282,1.9874,2.37414,1.20174,0.99206,0,0.49886,0.4259,0.40281,0.18691,0.34619,0.251,0.19364,0.06743,1.9885,2.23455,1.16759,0.98968,0,0.00102725,0.00102725,0.00102725
20,437.414,1.95511,2.4073,1.18199,0.98835,0,0.60908,0.37851,0.3749,0.1656,0.35926,0.26588,0.20493,0.07182,2.06566,2.3118,1.26952,1.01295,0,0.00101488,0.00101488,0.00101488
