epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,16.6645,2.65675,3.78434,6.25228,0.00384,8.02032,0.75408,0.21985,0.20578,0.09382,0.65963,0.15201,0.08396,0.02799,2.35887,2.94882,2.65677,0.01245,0,0.000409091,0.000409091,0.000409091
2,33.0703,2.55991,2.96678,2.55049,0.00329,3.72254,0.63005,0.30331,0.28903,0.11434,0.42193,0.16435,0.09018,0.03121,2.43049,2.75793,2.1194,0.01487,0,0.000817583,0.000817583,0.000817583
3,49.6044,2.57224,2.95005,2.10359,0.00334,2.59845,0.50806,0.28678,0.30876,0.11688,0.16527,0.21468,0.09864,0.02777,2.43539,2.59482,1.80028,0.01402,0,0.00121782,0.00121782,0.00121782
4,65.9842,2.54094,2.83228,1.90767,0.00329,1.67289,0.75311,0.27198,0.3012,0.11684,0.20579,0.18939,0.11081,0.03449,2.47522,2.49564,1.73472,0.01457,0,0.00121287,0.00121287,0.00121287
5,82.6693,2.52439,2.92857,1.85084,0.00319,1.33851,0.42794,0.35017,0.32802,0.12541,0.18524,0.17569,0.09386,0.02905,2.47756,2.5302,1.70367,0.01413,0,0.0012005,0.0012005,0.0012005
6,99.4957,2.48239,2.85607,1.79272,0.00314,1.26603,0.58421,0.33434,0.33298,0.13373,0.32219,0.21289,0.12725,0.04029,2.4406,2.44742,1.70113,0.01436,0,0.00118812,0.00118812,0.00118812
7,116.207,2.4688,2.78766,1.70421,0.00313,1.26862,0.68023,0.29953,0.34267,0.13386,0.54147,0.20463,0.17921,0.05926,2.48496,2.38758,1.67881,0.01336,0,0.00117575,0.00117575,0.00117575
8,132.74,2.47592,2.68947,1.67759,0.00317,1.24592,0.73168,0.3067,0.33556,0.13228,0.20378,0.20232,0.11803,0.03809,2.42974,2.40442,1.71418,0.01261,0,0.00116337,0.00116337,0.00116337
9,148.684,2.41883,2.70603,1.65467,0.00301,1.21863,0.52868,0.35368,0.34577,0.14389,0.2077,0.2337,0.13636,0.04444,2.41799,2.38006,1.63298,0.01304,0,0.001151,0.001151,0.001151
10,164.88,2.40414,2.68848,1.62437,0.00302,1.1671,0.41512,0.3391,0.34853,0.14903,0.29305,0.21818,0.14211,0.05041,2.2766,2.34996,1.61678,0.01312,0,0.00113863,0.00113863,0.00113863
