epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,35.5097,2.13287,2.91671,2.45458,1.06165,0,0.62521,0.30931,0.35023,0.15556,0.25036,0.24498,0.14582,0.04311,2.06947,2.55003,1.4824,1.04469,0,0.000412844,0.000412844,0.000412844
2,62.3608,2.10938,2.50819,1.46469,1.04339,0,0.49284,0.33774,0.35328,0.14701,0.27185,0.17591,0.14353,0.04849,2.213,2.33612,2.15453,1.07815,0,0.000821299,0.000821299,0.000821299
3,89.0613,2.1772,2.55443,1.4536,1.04649,0,0.54849,0.34093,0.32782,0.12905,0.25722,0.2439,0.1694,0.05234,2.21171,2.39779,1.52512,1.05376,0,0.0012215,0.0012215,0.0012215
4,115.569,2.10537,2.45671,1.438,1.03127,0,0.6174,0.36354,0.36243,0.15366,0.29153,0.30386,0.1838,0.06265,2.09156,2.41015,1.43665,1.02009,0,0.00121287,0.00121287,0.00121287
5,142.465,2.12919,2.52127,1.386,1.01822,0,0.4189,0.36936,0.34436,0.15878,0.24345,0.24377,0.14455,0.04771,2.07971,2.29306,1.36172,1.00952,0,0.0012005,0.0012005,0.0012005
6,168.99,2.08695,2.45319,1.33401,1.01918,0,0.54013,0.37811,0.36153,0.16941,0.36686,0.26677,0.19113,0.06705,2.13998,2.43603,1.32005,1.03436,0,0.00118812,0.00118812,0.00118812
7,196.008,2.01242,2.35324,1.28026,0.99904,0,0.59556,0.41822,0.40823,0.17516,0.36401,0.28666,0.22429,0.0805,2.09159,2.0646,1.26886,1.02426,0,0.00117575,0.00117575,0.00117575
8,222.979,2.00682,2.29054,1.25336,1.01021,0,0.49551,0.40412,0.38333,0.17208,0.34848,0.26639,0.17817,0.06077,2.06776,2.29982,1.34235,1.02198,0,0.00116337,0.00116337,0.00116337
9,249.491,1.96181,2.30013,1.22442,0.98818,0,0.54964,0.40059,0.40802,0.1838,0.3349,0.24434,0.18761,0.06346,2.02287,2.41236,1.25664,1.0112,0,0.001151,0.001151,0.001151
10,275.942,1.98485,2.28155,1.22811,0.99881,0,0.51262,0.45358,0.40884,0.19449,0.40647,0.35994,0.2673,0.09093,1.97237,2.15303,1.17359,1.01935,0,0.00113863,0.00113863,0.00113863
