epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,27.0461,2.16098,3.12628,2.95866,1.05519,0,0.58724,0.27427,0.24492,0.10979,0.47826,0.15851,0.11485,0.03371,2.049,3.01852,1.72144,1.02071,0,0.000409091,0.000409091,0.000409091
2,48.6971,2.11055,2.45927,1.57317,1.01258,0,0.1882,0.35901,0.17064,0.06509,0.13252,0.25106,0.0746,0.024,2.16972,2.58895,6.53116,1.05808,0,0.000817583,0.000817583,0.000817583
3,70.1245,2.11558,2.50974,1.4725,1.03302,0,0.42716,0.39727,0.36675,0.15328,0.3459,0.31677,0.22774,0.07363,2.2013,2.3214,1.71827,1.06993,0,0.00121782,0.00121782,0.00121782
4,91.9938,2.13888,2.40895,1.39388,1.02964,0,0.66012,0.34846,0.34053,0.13851,0.5307,0.25356,0.1835,0.0586,2.20943,2.27943,1.56847,1.08456,0,0.00121287,0.00121287,0.00121287
5,113.153,2.13798,2.50371,1.37498,1.02234,0,0.54872,0.0064,0.00252,0.00112,0.54798,0.0056,0.00251,0.00211,nan,nan,nan,nan,0,0.0012005,0.0012005,0.0012005
6,134.509,2.06144,2.38639,1.33391,1.00628,0,0.54146,0.39644,0.36007,0.16352,0.32261,0.25991,0.1686,0.05787,2.04986,2.14267,1.34213,1.03024,0,0.00118812,0.00118812,0.00118812
7,155.821,2.04561,2.32437,1.29581,1.00496,0,0.53844,0.44452,0.40459,0.17505,0.40784,0.34393,0.24078,0.08086,2.08924,2.06712,1.31555,1.03473,0,0.00117575,0.00117575,0.00117575
8,177.515,2.00084,2.27799,1.23981,1.00926,0,0.56401,0.38896,0.37949,0.17372,0.33232,0.27765,0.18785,0.06779,2.11982,2.1886,1.31561,1.03832,0,0.00116337,0.00116337,0.00116337
9,198.833,1.98633,2.29592,1.25989,0.98776,0,0.51088,0.39169,0.37373,0.16848,0.28847,0.26866,0.18168,0.05829,2.20916,2.33696,1.34372,0.99942,0,0.001151,0.001151,0.001151
10,220.229,1.9696,2.24686,1.22481,0.99184,0,0.57107,0.38767,0.39543,0.17664,0.41929,0.30053,0.25521,0.09381,2.04993,2.17887,1.32363,1.03438,0,0.00113863,0.00113863,0.00113863
11,242,1.94385,2.30721,1.21961,0.96871,0,0.60924,0.41504,0.41634,0.19723,0.39002,0.2805,0.24133,0.08877,1.95276,2.18927,1.28845,1.00883,0,0.00112625,0.00112625,0.00112625
12,263.712,1.90499,2.21597,1.19087,0.96897,0,0.58533,0.38935,0.38364,0.1832,0.36372,0.2326,0.18598,0.06197,1.97614,2.17364,1.37192,0.98086,0,0.00111388,0.00111388,0.00111388
13,285.075,1.89274,2.26724,1.20022,0.97766,0,0.47062,0.34947,0.3301,0.13881,0.37762,0.2317,0.19921,0.07557,2.12676,2.28857,1.6012,1.03255,0,0.0011015,0.0011015,0.0011015
14,306.469,1.907,2.31522,1.19358,0.97215,0,0.56644,0.45414,0.42029,0.20567,0.39807,0.31351,0.24001,0.07995,1.94474,2.13142,1.27084,0.97929,0,0.00108913,0.00108913,0.00108913
15,327.903,1.83966,2.158,1.14677,0.96798,0,0.52573,0.44937,0.42876,0.20247,0.33827,0.31287,0.21632,0.07667,1.96565,2.12097,1.21935,0.9794,0,0.00107675,0.00107675,0.00107675
16,349.317,1.85059,2.22883,1.13466,0.96645,0,0.62397,0.43631,0.45495,0.2258,0.39262,0.33958,0.26939,0.10115,1.86064,2.17416,1.23357,0.97088,0,0.00106437,0.00106437,0.00106437
17,370.938,1.84746,2.2204,1.11764,0.95916,0,0.58319,0.46908,0.46207,0.22519,0.46856,0.32388,0.27904,0.09337,1.88399,2.13842,1.17864,0.97451,0,0.001052,0.001052,0.001052
18,392.308,1.86666,2.16947,1.12858,0.95646,0,0.62105,0.45159,0.44642,0.20016,0.44395,0.30029,0.2271,0.07497,1.99736,2.14655,1.19519,0.99208,0,0.00103962,0.00103962,0.00103962
19,413.667,1.81858,2.16237,1.10624,0.94866,0,0.59789,0.45876,0.44092,0.21396,0.42217,0.32455,0.24392,0.0871,1.86392,2.11969,1.1969,0.96509,0,0.00102725,0.00102725,0.00102725
20,435.042,1.83001,2.19086,1.11281,0.95655,0,0.64608,0.44826,0.45967,0.21359,0.40874,0.31543,0.26299,0.09489,1.90337,2.09517,1.1692,0.97003,0,0.00101488,0.00101488,0.00101488
21,456.365,1.82868,2.16384,1.10909,0.94125,0,0.56163,0.46048,0.45846,0.22427,0.32391,0.2916,0.2252,0.08207,1.84217,2.07597,1.19768,0.95271,0,0.0010025,0.0010025,0.0010025
22,477.741,1.82602,2.18108,1.09039,0.94093,0,0.58443,0.4437,0.4432,0.21661,0.38568,0.33061,0.25597,0.0889,1.8371,2.08106,1.15605,0.95868,0,0.000990125,0.000990125,0.000990125
23,499.076,1.78197,2.15769,1.08009,0.93737,0,0.67765,0.44089,0.47399,0.22381,0.54266,0.32833,0.29901,0.10995,1.90038,2.08375,1.14573,0.97128,0,0.00097775,0.00097775,0.00097775
24,520.806,1.78389,2.13093,1.07192,0.94116,0,0.50202,0.47301,0.44551,0.21993,0.3669,0.32957,0.24962,0.09147,1.84679,2.06161,1.11101,0.96722,0,0.000965375,0.000965375,0.000965375
25,542.184,1.77286,2.16651,1.05623,0.93589,0,0.62477,0.46126,0.4672,0.22344,0.52385,0.31545,0.2933,0.11159,1.86519,2.16151,1.13586,0.96205,0,0.000953,0.000953,0.000953
26,563.903,1.76635,2.13368,1.05505,0.93212,0,0.59014,0.48209,0.46265,0.20986,0.40167,0.32785,0.23687,0.08653,2.00853,2.11902,1.2434,0.96929,0,0.000940625,0.000940625,0.000940625
27,585.262,1.72825,2.07669,1.04089,0.9358,0,0.5615,0.51261,0.47428,0.2207,0.37801,0.34251,0.2514,0.09212,1.84948,2.03108,1.16563,0.96233,0,0.00092825,0.00092825,0.00092825
28,606.67,1.74454,2.08093,1.06432,0.929,0,0.62791,0.48544,0.47124,0.23392,0.4021,0.35041,0.26908,0.09279,1.82587,2.08328,1.1281,0.95023,0,0.000915875,0.000915875,0.000915875
29,628.01,1.73534,2.04936,1.04581,0.92838,0,0.6172,0.46912,0.47402,0.22425,0.43946,0.32262,0.28038,0.09751,1.91414,2.11741,1.13789,0.96577,0,0.0009035,0.0009035,0.0009035
30,649.395,1.68969,2.0987,1.02263,0.92791,0,0.47994,0.47618,0.44028,0.21878,0.31859,0.3314,0.23706,0.09137,1.84444,2.06735,1.17532,0.94913,0,0.000891125,0.000891125,0.000891125
31,670.744,1.70718,2.08771,1.02706,0.92654,0,0.58038,0.49218,0.45507,0.22253,0.35575,0.34678,0.25273,0.08959,1.80856,2.11575,1.1248,0.9445,0,0.00087875,0.00087875,0.00087875
32,692.326,1.70717,2.09233,1.02897,0.92664,0,0.594,0.5013,0.50363,0.25044,0.36715,0.32339,0.25551,0.09683,1.798,2.01253,1.09696,0.93714,0,0.000866375,0.000866375,0.000866375
33,714.046,1.68272,2.06798,1.00131,0.92752,0,0.65482,0.46344,0.476,0.23965,0.3614,0.35762,0.26687,0.09935,1.84204,2.00619,1.11871,0.9601,0,0.000854,0.000854,0.000854
34,735.391,1.69723,2.07684,1.01526,0.91278,0,0.59923,0.48346,0.47632,0.23816,0.39695,0.31599,0.25722,0.09729,1.7934,2.00371,1.08831,0.96134,0,0.000841625,0.000841625,0.000841625
35,756.836,1.69522,2.04223,1.00523,0.91121,0,0.58706,0.47323,0.46632,0.23919,0.42495,0.32332,0.26276,0.09983,1.79202,2.03325,1.07744,0.94116,0,0.00082925,0.00082925,0.00082925
36,777.468,1.7208,2.07391,1.018,0.91975,0,0.60237,0.49955,0.47602,0.22439,0.35457,0.355,0.25449,0.09361,1.84781,1.98491,1.0966,0.95031,0,0.000816875,0.000816875,0.000816875
37,798.006,1.68044,2.0216,0.99138,0.91492,0,0.58913,0.5126,0.50411,0.25264,0.37659,0.32874,0.25951,0.0885,1.70699,1.97233,1.04067,0.92508,0,0.0008045,0.0008045,0.0008045
38,818.646,1.68209,2.02924,0.99568,0.9068,0,0.61804,0.49031,0.4834,0.24559,0.4406,0.33276,0.2763,0.10194,1.77377,1.99714,1.08392,0.93598,0,0.000792125,0.000792125,0.000792125
39,839.61,1.64659,2.02433,0.98,0.91255,0,0.63196,0.47615,0.47747,0.22827,0.41256,0.33763,0.28486,0.11046,1.76964,2.00027,1.13352,0.93697,0,0.00077975,0.00077975,0.00077975
40,860.172,1.67268,2.0535,0.99123,0.91597,0,0.6669,0.4893,0.49972,0.23808,0.37548,0.34559,0.2491,0.09866,1.80745,1.99327,1.08367,0.92392,0,0.000767375,0.000767375,0.000767375
41,880.803,1.63709,2.02623,0.96194,0.90946,0,0.59058,0.48413,0.48879,0.25586,0.35723,0.36257,0.28202,0.10532,1.70246,2.03227,1.04515,0.92989,0,0.000755,0.000755,0.000755
42,901.716,1.64397,2.07871,0.96771,0.90474,0,0.60672,0.49859,0.49588,0.25754,0.38199,0.34038,0.27428,0.09846,1.72488,2.03062,1.04162,0.93719,0,0.000742625,0.000742625,0.000742625
43,922.382,1.60246,1.99781,0.943,0.89867,0,0.6197,0.49455,0.49542,0.24925,0.40195,0.34965,0.28578,0.10141,1.75363,2.04174,1.06576,0.92904,0,0.00073025,0.00073025,0.00073025
44,943.056,1.61921,1.97681,0.94809,0.89979,0,0.63359,0.50251,0.48703,0.24552,0.38779,0.33452,0.25493,0.09529,1.76896,2.09102,1.05011,0.93754,0,0.000717875,0.000717875,0.000717875
45,963.549,1.67889,2.02675,0.96534,0.89904,0,0.6468,0.45574,0.46345,0.23682,0.35934,0.38829,0.26436,0.0984,1.79448,2.11804,1.07807,0.94863,0,0.0007055,0.0007055,0.0007055
46,984.172,1.61083,1.9673,0.94236,0.9008,0,0.63256,0.47184,0.48092,0.23306,0.35401,0.36012,0.26081,0.09918,1.82345,2.12842,1.10055,0.94744,0,0.000693125,0.000693125,0.000693125
47,1004.78,1.63334,2.01924,0.94743,0.89639,0,0.59747,0.48765,0.48185,0.24245,0.32585,0.33841,0.22775,0.08344,1.7774,2.06353,1.08622,0.94379,0,0.00068075,0.00068075,0.00068075
48,1025.43,1.62818,2.07442,0.94554,0.89528,0,0.6141,0.4919,0.48405,0.23944,0.37587,0.36498,0.28177,0.10246,1.7613,1.99677,1.05556,0.93864,0,0.000668375,0.000668375,0.000668375
49,1046.13,1.60307,1.97079,0.91489,0.88599,0,0.61717,0.51654,0.50452,0.25774,0.37422,0.33232,0.24996,0.08987,1.70605,1.98602,1.04987,0.93794,0,0.000656,0.000656,0.000656
50,1066.77,1.60679,1.9573,0.92751,0.89404,0,0.58275,0.50359,0.49513,0.26079,0.53728,0.32853,0.30861,0.11883,1.80237,2.06828,1.05575,0.93748,0,0.000643625,0.000643625,0.000643625
51,1087.75,1.60192,1.964,0.92378,0.88824,0,0.63608,0.50535,0.51775,0.26833,0.43853,0.328,0.27142,0.1076,1.68506,2.11668,1.02723,0.92552,0,0.00063125,0.00063125,0.00063125
52,1108.36,1.61123,1.91945,0.92598,0.88906,0,0.62957,0.48367,0.4913,0.24746,0.39177,0.30899,0.24831,0.08906,1.77638,1.96463,1.06866,0.93949,0,0.000618875,0.000618875,0.000618875
53,1128.91,1.59697,1.97196,0.91426,0.88742,0,0.61004,0.51014,0.51044,0.26307,0.48679,0.32568,0.27695,0.09881,1.72847,1.98544,1.01246,0.92922,0,0.0006065,0.0006065,0.0006065
54,1149.6,1.56895,1.91905,0.90216,0.88164,0,0.6751,0.52048,0.52183,0.27036,0.40858,0.34929,0.26973,0.10397,1.69068,1.9899,1.01573,0.92645,0,0.000594125,0.000594125,0.000594125
